Estado de la empresa,RUT,Código CIIU principal,Descripción Código CIIU principal,Denominación Social,Nombre comercial,Dirección Estab. Principal ,Departamento Estab. Principal,Número de teléfono,Email público,Sitio web,Fec. Registro
Vencido,140200510016,33140,Reparación de equipo eléctrico,DA SILVA PAZ WILMAN OROSMAN Y ECHENIQUE BRAVO SILVIA ANAHI,FOCUS,JUANA DE ORIOL 578,RIVERA,46230024,mingalotito386@hotmail.com,S/D,2021-11-03
Vencido,213814460016,10790,Elaboración de otros productos alimenticios,DOMINAL S.A.,AROMACOS,S/D,S/D,S/D,elmo@aromacos.com.uy,www.aromacos.com.uy,2020-05-27
Vencido,217684230019,46632,Comercio al por mayor de materiales de construcción,RUNBISOL S.A.,S/D,PARAGUAY 1380,MONTEVIDEO,29093331,jnorman@runbisol.com.uy,www.runbisol.com.uy,2020-05-27
Vencido,217558960011,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,GARCIA MARICHAL MAXIMILIANO Y MARICHAL VANOLI ADRIANA YANET,S/D,FRANCISCO RODRIGO 2975,MONTEVIDEO,091201889,maximilianogarcia6@gmail.com,S/D,2020-05-27
Vencido,213970720011,58110,Publicación de libros,INFORMEDICA S R L,INFORMEDICA,FELICIANO RODRIGUEZ 2651,MONTEVIDEO,27091533,ppetrides@farmanuario.com,FARMANUARIO.COM,2022-12-14
Vencido,215937420019,10501,Elaboración de productos lácteos en general,DAIRY PARTNERS URUGUAY SOCIEDAD ANONIMA,S/D,S/D,S/D,S/D,marcelo.fernandez@schreiberfoods.com,S/D,2020-05-27
Vencido,211534290017,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",FABRICA ITALBA S.R.L.,FABRICA ITALBA S R L,LARRAVIDE 2530,MONTEVIDEO,25082618,italba@italba.com.uy,www.italba.com.uy/,2022-11-18
Vencido,217232450010,73100,Publicidad,CARGANET S.A.,Carganet,Bonavita Luis 1296,MONTEVIDEO,095413504,info@lta.com.uy,S/D,2022-12-09
Vencido,215454780010,23960,"Corte, tallado y acabado de la piedra",DE MARCO FERNANDEZ LUIS MARCELO,MARMOLERIA DE MARCO,Camino Maldonado 5807,MONTEVIDEO,25149418,marmoleriademarco@hotmail.com,S/D,2021-03-02
Vencido,020218060011,15200,Fabricación de calzado,COOPERATIVA DE TRABAJO MANUAL (COO.TRA.MA),COOPERATIVA DE TRABAJO MANUAL (COO.TRA.MA.),RIVERA 195,CANELONES,43347440,sin@dato.com,S/D,2020-05-27
Vencido,215293580015,22209,Fabricación de otros productos de plástico n.c.p.,BADINER SOCIEDAD ANONIMA,BADINER SOCIEDAD ANONIMA,ROCHA 2222,MONTEVIDEO,22002712,badiner@adinet.com.uy,S/D,2023-08-22
Vencido,218611900012,71103,Servicios de ingeniería,DELPRATO LAMAS JUAN PABLO,S/D,CAPRI 2279,MONTEVIDEO,091334570,mn.burghi@moove-it.com,S/D,2022-06-14
Vencido,218675830015,22203,Fabricación de productos de plástico moldeado,GONZALEZ SEMPERENA IGNACIO BRUNO,IGNACIO GONZALEZ,Orestes Baroffio 3111,MONTEVIDEO,098695007,nachobrun1984@gmail.com,S/D,2021-04-22
Vencido,150140610017,18120,Servicios relacionados con la impresión,CEBALLOS SANCHEZ ANIBAL TOMAS,Impresora San Miguel,Lavalleja 235,ROCHA,44728177,imsami6@hotmail.com,S/D,2021-07-29
Vencido,210191740012,10739,Elaboración de cacao (excepto para producir chocolate) y confites,INFUSIONES SA,MONTESOL,MORELOS JOSE MARIA 11009,CANELONES,23200806,cbattilana@montesol.com.uy,www.montesol.com.uy,2024-09-12
Vencido,213380460011,46202,"Comercio al por mayor de granos, semillas y frutas oleaginosas",BATUNOR SOCIEDAD ANONIMA,BATUNOR S.A.,S/D,LAVALLEJA,44424706,estudio@assandri.com,S/D,2020-05-27
Vencido,050114000014,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,NICHE AGUERO JAVIER AVELINO,EFFECTIVE SOLUTIONS,"Leandro Gomez, Gral. 728",DURAZNO,43626628,info@effective.com.uy,https://effective.uy,2022-09-05
Vencido,215085410013,20230,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y artículos de tocador",LIRABEL SOCIEDAD ANONIMA,MAYLOS  CIA.,S/D,S/D,S/D,maylos@adinet.com.uy,www.maylos.com.uy,2020-05-27
Vencido,212368790017,96090,Otras actividades de servicios,INSTALACIONES INDUSTRIALES LIMITADA,S/D,Sin Dato 0,MONTEVIDEO,S/D,natalia@estudiocfreire.com.uy,S/D,2020-05-27
Vencido,212572760015,18110,Actividades de impresión,INDUSTRIA DE FORMULARIOS CONTINUOS R H INZAURRALDE,R H INZAURRALDE,"MARTINEZ, DR. MARTIN C. 2818",MONTEVIDEO,22001091,ventas@inzaurralde.com.uy,S/D,2020-05-27
Vencido,120145730019,25921,Talleres de tornería,LOZA FIRPO ALVARO JAVIER,M&S - Mecanizados y Servicios,BOLIVAR 2160,PAYSANDÚ,099762818,alvaroloza525@hotmail.com,S/D,2022-04-20
Vencido,212983410018,22202,Fabricación de laminados planos y tubulares de materiales plásticos,PACIFIL S A,Pacifil S.A.,CNO DEL JEFE 2520,MONTEVIDEO,23123106,gportal@pacifil.com,www.pacifil.com,2020-05-27
Vencido,216659620013,33200,Instalación de maquinaria y equipo industrial,TIBAMEN SOCIEDAD ANONIMA,Tibamen,S/D,LAVALLEJA,44433783,danieltuy@yahoo.es,S/D,2020-05-27
Vencido,040274610018,47733,Comercio al por menor de carbón y leña,ISNARDI RUSCH PABLO ENRIQUE,S/D,Padron 4294,RÍO NEGRO,098359808,guinovartsantiago@hotmail.com,S/D,2021-09-22
Vencido,120324330015,16102,"Aserrado, cepillado y trabajo a máquina de la madera.",ECOASE S.R.L.,ECOASE S.R.L,AVENIDA SAN MARTIN 2620,PAYSANDÚ,47250712,ecoase@hotmail.com,S/D,2022-06-22
Vencido,216186150015,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,ALENET SA,Nettra,Michigan 1376,MONTEVIDEO,094461111,dperciante@nettra.tech,nettra.tech,2024-09-03
Vencido,120158480016,18110,Actividades de impresión,MEDINA DELGADO FELIPE NATANAEL,Continuos Life,VIZCONDE DE MAUA 1153,PAYSANDÚ,47233559,contlife@adinet.com.uy,S/D,2020-05-27
Vencido,080126110016,14100,"Fabricación de prendas de vestir, excepto prendas de piel",LEAL BORGES MODESTO,MANIFED,"ROSE, MANUEL 9612",CANELONES,23643031,manifed@hotmail.com,S/D,2020-05-27
Vencido,210828660018,10710,Elaboración de productos de panadería,PANADERIA LA ELEGANCIA S R L,PANADERIA LA ELEGANCIA SRL,"GARIBALDI, GRAL. 2182",MONTEVIDEO,22035125,panaderialaelegancia@adinet.com.uy,S/D,2020-05-27
Vencido,219528700018,62010,Actividades de programación informática,NCLC TECH SOLUTIONS SAS,NCLC TECH SOLUTIONS SAS,VEINTIUNO DE SETIEMBRE 2682,MONTEVIDEO,099495099,mcacciamascolo@gmail.com,S/D,2023-10-12
Vencido,218260960018,62010,Actividades de programación informática,QUINTANA ZAMBRANO SERGIO ARTURO,S/D,SORIANO 819,MONTEVIDEO,091886347,ops@akipotel.com,S/D,2020-05-27
Vencido,217830580015,56109,"Otros servicios de comida n.c.p. (carros móviles de suministro de comidas, etc.)",BUENO D AMICO GUSTAVO DANIEL,Rincon Costero,Republica de Mexico 5952,MONTEVIDEO,099280027,zorrobueno963@hotmail.com,S/D,1900-01-01
Vencido,216120580011,62010,Actividades de programación informática,LAPACHIAN ALABACHIAN ANDRES,S/D,ITALIA 6201,MONTEVIDEO,099892090,lapachian@gmail.com,S/D,2020-05-27
Vencido,040139540015,10500,Elaboración de productos lácteos,GRANJA LA MAGNOLIA S.A.,GRANJA LA MAGNOLIA SA,"ORIBE, BRIG. GRAL. MANUEL 0",COLONIA,45502078,lamagnolia@adinet.com.uy,granjalamagnolia.com,2020-05-27
Vencido,190033920011,33140,Reparación de equipo eléctrico,RUBIDO GARCIA OSCAR GERARDO,BTU Refrigeración y Aire Acondicionado,AVENIDA PRESIDENTE JORGE BATLLE 0911,TACUAREMBÓ,46327544,redes@adinet.com.uy,S/D,2020-10-14
Vencido,215250410010,58130,"Publicación de periódicos, diarios y revistas",LA DIARIA S.A,LA DIARIA,TREINTA Y TRES 1479,MONTEVIDEO,29000808,finanzas@ladiaria.com.uy,S/D,2023-06-13
Vencido,190230770012,25110,Fabricación de productos metálicos para uso estructural,PARINS Y CHAGAS SRL,SERVI MAX,S/D,S/D,S/D,redes@adinet.com.uy,S/D,2020-08-31
Vencido,210138050015,25990,Fabricación de otros productos elaborados de metal n.c.p.,METALSUR S A,METALSUR SA,"DE PALLEJA, GRAL. LEON 2623",MONTEVIDEO,22036820,metalsururuguay@gmail.com,S/D,2020-05-27
Vencido,212169580012,24100,Industrias básicas de hierro y acero,CINCO ESTRELLAS S R L,CINCO ESTRELLAS SRL,CIPRIANO MIRO 2893,MONTEVIDEO,25088733,gestcorb@vera.com.uy,S/D,2020-05-27
Vencido,100013590010,10711,"Elaboración de pan, productos panificados en forma tradicional",PANIFICADORA LA 2 LIMITADA,pacificadora la 2,FRANCISCO SALAZAR Y VAZ FERREIRA 761,MALDONADO,42480032,administracion@panificadorala2.com.uy,S/D,2020-05-27
Vencido,217619280015,62010,Actividades de programación informática,BRODEVO S.R.L,Brodevo,AV italia 6201,MONTEVIDEO,26031703,info@brodevo.com,www.brodevo.com,2022-12-09
Vencido,210907720013,10710,Elaboración de productos de panadería,LA EMBAJADORA S R L,LA EMBAJADORA,LUIS P. PONCE 1480,MONTEVIDEO,27085416,laembajadora@montevideo.com.uy,S/D,2020-05-27
Vencido,217659640012,62010,Actividades de programación informática,GUERRA MAGARIÑOS GONZALO,Gonzalo Guerra Magari¤os,RO BRANCO 1407,MONTEVIDEO,097172777,gonza.rnr@gmail.com,S/D,2020-05-27
Vencido,040098720014,10300,Procesamiento y conservación de frutas y vegetales,LOS NIETITOS SOCIEDAD ANONIMA,LOS NIETITOS S.A.,"QUEVEDO, JUAN 521",COLONIA,45588744,oficinacomercial@losnietitos.com.uy,www.losnietitos.com.uy/,2020-05-27
Vencido,211537070018,10712,Elaboración de productos de confitería,CAFUMA S A,CAFUMA S A,S/D,S/D,S/D,confiteria@lasgaviotas.com,S/D,2022-10-07
Vencido,212297950017,10200,"Procesamiento y conservación de pescados, crustáceos y moluscos",NOVABARCA SOCIEDAD ANONIMA,NOVABARCA S.A.,S/D,S/D,S/D,mfajardo@novabarca.com.uy,S/D,2020-05-27
Vencido,216213680016,71103,Servicios de ingeniería,RIDUN S.A.,INTEKA,La cumparsita 1373,MONTEVIDEO,29004012,gabriel.martinez@inteka.com.uy,www.inteka.com.uy,2022-10-19
Vencido,020060530019,11020,Elaboración de vinos,IVO BAIONI E HIJOS LTDA,IVO BAIONI E HIJOS LTDA,S/D,CANELONES,099335063,bodegabaioni@adinet.com.uy,S/D,2020-05-27
Vencido,218931030019,62010,Actividades de programación informática,OPTYUM SOCIEDAD ANONIMA,OPTYUM,Paraguay 2141,MONTEVIDEO,27104430,mianzor@shopylinker.com,https://shopylinker.com/,2023-01-13
Vencido,212426450015,33200,Instalación de maquinaria y equipo industrial,ENRIQUE DE POI S R L,Enrique De Poi SRL,AVDA GRAL RIVERA 3677,MONTEVIDEO,26225648,estudiotolosa@adinet.com.uy,S/D,2020-05-27
Vencido,216099080019,25992,Fabricación de artículos de metal para uso doméstico,OBRICEL S.A.,S/D,VILLADEMOROS 2409,MONTEVIDEO,29022981,mcarral@adinet.com.uy,S/D,2020-05-27
Vencido,213559480010,25990,Fabricación de otros productos elaborados de metal n.c.p.,MOELI S A,MOSCATELLI Y GIL,CONSULADO 3258,MONTEVIDEO,22032280,moeli@adinet.com.uy,www.moscatelliygil.com.uy/,2020-05-27
Vigente,215291240012,10501,Elaboración de productos lácteos en general,ARTISOX SOCIEDAD ANONIMA,ARTISOX SA,S/D,S/D,094363757,luisgallotti@gmail.com,S/D,2026-05-28
Vencido,214332870017,95230,Reparación de calzado y artículos de cuero,ALIST S A,S/D,EJIDO 1535,MONTEVIDEO,29006184,calc@adinet.com.uy,S/D,2020-05-27
Vencido,219405230013,62010,Actividades de programación informática,RECIAM SAS,RECIAM,CORTINAS GARCIA 2384,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2024-01-05
Vencido,090275000015,16102,"Aserrado, cepillado y trabajo a máquina de la madera.",ROJAS RODRIGUEZ OSCAR JAVIER,S/D,RUTA 7 01,DURAZNO,099895454,javiro1987@hotmail.com,S/D,2021-03-12
Vencido,212612270013,46301,"Comercio al por mayor de comestibles, excepto carnes.",FERAL SOCIEDAD ANONIMA,S/D,Susana Pintos 2705,MONTEVIDEO,25120272,ventas@feral.com.uy,S/D,2020-08-07
Vencido,214798290016,10710,Elaboración de productos de panadería,GIACOFRAN S R L,S/D,S/D,S/D,S/D,estuciocrgarin@hotmail.com,S/D,2020-05-27
Vencido,210373480016,10710,Elaboración de productos de panadería,DE LA AGUADA S.A.,DE LA AGUADA SA,"GALLINAL, GUSTAVO 1722",MONTEVIDEO,22005756,delaaguada@hotmail.com,S/D,2020-05-27
Vencido,210261730010,22200,Fabricación de productos de plástico,PLASTICOS GEPAX S A,PLASTICOS GEPAX SA,"LAVALLEJA, BRIG. GRAL. JUAN ANTONIO 7475",MONTEVIDEO,25113555,sin@datos.nop,S/D,2020-05-27
Vencido,180229530014,10711,"Elaboración de pan, productos panificados en forma tradicional",CABRERA SHKURTI LAUREANO MANUEL,DON PAN,Jose Artigas sin numero,SORIANO,098173853,ods@egc.com.uy,S/D,2024-04-29
Vencido,020291590017,22209,Fabricación de otros productos de plástico n.c.p.,FIORDO BLANCO SRL,Fiordo,"Ruta 11 nueva Km 84,3",CANELONES,094032277,jcouste@gmail.com,S/D,2022-08-30
Vencido,170175580011,25110,Fabricación de productos metálicos para uso estructural,GARCIA MARQUEZ WILLIAM HUGO,la colmena,CAMINO PASO CUFRE 0,SAN JOSÉ,099046739,estudioecilda1@gmail.com,S/D,2021-02-19
Vencido,100134960013,25110,Fabricación de productos metálicos para uso estructural,GUERRA CANOBRA RAMON E,AluminioG,CRISANTEMOS 5,MALDONADO,099416397,aluminiog@gmail.com,www.aluminiog.com,1900-01-01
Vencido,180224240018,25921,Talleres de tornería,CRUZ PEÑA VICTORIO JOSE,CRUZ PEÑA VICTORIO JOSE,DR. DALMIRO PEREZ  2102,SORIANO,099244953,V.CRUZ311985@GMAIL.COM,S/D,2022-01-26
Vencido,213039810016,62010,Actividades de programación informática,NEVELAND S.A.,Systems and Developments,COLONIA 810,MONTEVIDEO,29084854,administracion@syd.com.uy,www.syd.com.uy,2023-12-04
Vigente,215762660016,10799,Elaboración de otros productos alimenticios n.c.p.,POMBO MARICHAL CARLOS HENRY,Acuaria Catering,Haiti 1500,S/D,094311896,acuariacateringeventos@hotmail.com,S/D,2026-06-09
Vencido,216376760019,23960,"Corte, tallado y acabado de la piedra",ERANOVA SA,LAVIERE VITACCA,S/D,S/D,S/D,gastonrdea@algortayregent.com,www.lavierevitaca.com,2020-08-28
Vencido,210149910010,28130,"Fabricación de bombas, compresores, grifos y válvulas",ACERENZA S A,ACERENZA S.A.,CORUÂÑA 3021,MONTEVIDEO,S/D,sin@datos.nop,www.acerenza.com.uy,2020-05-27
Vencido,218639200015,62010,Actividades de programación informática,DEVIANE INTERNATIONAL S.A.S.,S/D,MAR ARABIGO 1,CANELONES,099333239,JAKU.NICO@GMAIL.COM,S/D,2022-12-12
Vencido,213072840018,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",MAWI SRL,MAWI SRL,JUAN PAULLIER 2001,MONTEVIDEO,24014475,mawisrl@hotmail.com,S/D,2020-05-27
Vencido,219350810013,62010,Actividades de programación informática,NEYELOFF DEVELOPMENT SAS,S/D,BELTRAN DR WASHINGTON 1821,MONTEVIDEO,29159979,NOTIFICACIONES@RB.UY,S/D,2023-10-26
Vencido,219085060015,62010,Actividades de programación informática,MATEO MENESTRINA SAS,S/D,Inocencio Raffo Arrosa 941,MONTEVIDEO,094826988,mateo.menestrina@gmail.com,S/D,2022-12-09
Vencido,219039590015,62090,Otras actividades de tecnología de información y servicio de computadoras,JAUDER S.A.,S/D,Dr. hector miranda 2361,MONTEVIDEO,27110940,info@csconsultores.com.uy,S/D,2023-02-07
Vencido,215550430017,31001,Fabricación de muebles de madera,E.A ESTILO S.R.L,Carpinteria E A Estilo,MATILDE PACHECO 4038,MONTEVIDEO,22222482,estudiocontableafv@montevideo.com.uy,S/D,2020-05-27
Vencido,210231210019,25999,Fabricación de otros productos de metal n.c.p.,TALLERES ARTIGAS SOCIEDAD ANONIMA,TALLERES ARTIGAS,JUAN JACOBO ROUSSEAU 4533,MONTEVIDEO,25063371,talleresartigas@adinet.com.uy,S/D,2023-12-05
Vencido,216986760012,31001,Fabricación de muebles de madera,FRANCO RIZOTTO CARLOS ALBERTO,S/D,LUISA DOMINGUEZ 1633,MONTEVIDEO,099194956,elisamaqueira@hotmail.com,S/D,2020-05-27
Vencido,100764990019,10712,Elaboración de productos de confitería,ZUNINO NICOLAS EZEQUIEL,ZUNINO PATISSERIE,BUDAPEST 1,MALDONADO,42499813,zuninopatisserie@gmail.com,www.zuninopatisserie.com,2021-04-05
Vencido,218874700014,62010,Actividades de programación informática,ARRAKASTA S.A.S,S/D,18 de Julio 1296,MONTEVIDEO,29030797,fpaez@mitraconsultores.uy,S/D,2022-12-28
Vencido,180100970014,96090,Otras actividades de servicios,SILVA SILVA JOSE PABLO,SILVA SILVA JOSE PABLO,LAVALLEJA 280,SORIANO,45327808,mecanicasilvamercedes@hotmail.com,S/D,2020-05-27
Vencido,218432120012,62010,Actividades de programación informática,FERREYRO FERNANDEZ CAROLINA,S/D,AV. GRAL. RIVERA 2729,MONTEVIDEO,095391649,ops@akipotel.com,S/D,2020-05-27
Vencido,100787330015,13119,"Otras preparaciones e hilandería de fibras textiles, excepto tops",COOPERATIVA DE TRABAJO EGAÑA-RODO COTER,COTER,JOSÉ E RODÓ 000,SORIANO,45382053,carriquiryyasociados@gmail.com,S/D,2022-04-29
Vencido,213815700010,32500,Fabricación de instrumentos y suministros médicos y dentales,RODENSTOCK URUGUAY SOCIEDAD ANONIMA,RODENSTOCK URUGUAY SA,"LANZA, DR. AQUILES R. 1233",MONTEVIDEO,29009969,myv@rodenstock.com.uy,www.rodenstock.com.uy,2020-05-27
Vencido,217037310019,32500,Fabricación de instrumentos y suministros médicos y dentales,ISABELLA LUZ SEBASTIAN ARIEL,Sebastian Isabella,Tomas Gomez 3610,MONTEVIDEO,24805451,mariahenderson1@hotmail.com,S/D,2021-03-10
Vencido,211555110018,22200,Fabricación de productos de plástico,MIYATI SOCIEDAD ANONIMA,PLASTICOS DEL SUR,CORUMBE 4072,MONTEVIDEO,22162045,plasticosdelsur@adinet.com.uy,S/D,2020-05-27
Vencido,213803040010,16100,Aserrado y acepilladura de madera,RIMILAR S A,RIMILAR SA,PASO CALPINO 4200,MONTEVIDEO,29005866,ecenter@montevideo.com.uy,S/D,2020-05-27
Vencido,211709440012,62010,Actividades de programación informática,SAICO SISTEMAS S.R.L.,SAICO SISTEMAS,CANELONES 1349,MONTEVIDEO,29087277,info@saico.com.uy,www.saico.com.uy,2023-01-09
Vencido,213197740019,22203,Fabricación de productos de plástico moldeado,LODIRAN S A,LODIRAN S A,BOISO LANZA CNO 4678,MONTEVIDEO,097345175,vscavino.fernandopombo@gmail.com,S/D,2023-08-24
Vencido,211832960010,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",DOMINGUEZ RAMA RAQUEL ROCIO Y RAMOS CELIBERTI TABARE HECTOR,PODIUM,S/D,S/D,S/D,podiumindumentariadeportiva@hotmail.com,www.podium.com.uy,2020-05-27
Vencido,217924890018,62010,Actividades de programación informática,ARRECHE RAGGIOTTO MARIA VERONICA,S/D,L.A. DE HERRERA 3270,MONTEVIDEO,29147980,tramites@hana.uy,S/D,2020-05-27
Vencido,212633550015,62010,Actividades de programación informática,APRAFUL SOFTWARE LIMITADA,APRAFUL,CONSTITUYENTE 1467,MONTEVIDEO,24026675,info@apraful.com.uy,www.apraful.com.uy,2020-05-27
Vencido,217446730014,25110,Fabricación de productos metálicos para uso estructural,LINEAL ALUMINIO SRL,S/D,Alejandro Gallinal 1969,MONTEVIDEO,26199311,administracion@lineal.com.uy,www.lineal.com.uy,2021-03-17
Vencido,215420530011,23920,Fabricación de materiales de arcilla para la construcción,TICHOLOS TERRACOTTA SA,TICHOLOS TERRACOTTA SA,"BURGUEÑO MIGUEL, DOMINGO 0",MALDONADO,42663382,ticholosterracottas.a@hotmail.com,S/D,2020-05-27
Vencido,219527070010,62010,Actividades de programación informática,ALMATOM SAS,S/D,José M. Montero 2840 apto 101,MONTEVIDEO,098236490,montserrat.lopez.pizzichillo@gmail.com,S/D,2023-10-12
Vencido,090220100018,10711,"Elaboración de pan, productos panificados en forma tradicional",HERNANDEZ RIJO NESTOR DANILO,S/D,RAFAEL PEREZ DEL PUERTO 791,LAVALLEJA,44431331,estudiopg@adinet.com.uy,S/D,2022-09-08
Vencido,040547300017,62010,Actividades de programación informática,FCHT SAS,S/D,Jose Enrique Rodo 2273,MONTEVIDEO,099883635,fiorellacht@gmail.com,S/D,2023-01-18
Vencido,130196630019,25921,Talleres de tornería,DROMO CONSTRUCCIONES S.A.S.,DROMO CONSTRUCCIONES,Arizti 3186,RÍO NEGRO,098293695,info@dromo.uy,S/D,2021-12-06
Vencido,180082950010,10710,Elaboración de productos de panadería,MARSHALL Y CIA LTDA.,PANADERIA EL SOL,RIVERA 101,SORIANO,45369317,willysferraro@hotmail.com,S/D,2020-05-27
Vencido,120399590014,62010,Actividades de programación informática,MELPSOFT LTDA,S/D,Juncal 1380,PAYSANDÚ,098973512,matiascaporale9@gmail.com,S/D,2023-01-13
Vencido,212059260013,18110,Actividades de impresión,SANFER S R L,SANFER SRL,"ARAMBURU, DOMINGO 1509",MONTEVIDEO,22083476,ventas@sanfersrl.com,S/D,2020-05-27
Vencido,218169730013,62010,Actividades de programación informática,MANDIROLA ULRICH MARCELO PABLO,MANDIROLA ULRICH MARCELO PABLO,VILARDEBO 2024,MONTEVIDEO,098391899,gerente@akipotel.com,S/D,2020-05-27
Vencido,217369630014,20231,"Fabricación de jabones, detergentes y preparados de limpieza",ANTELO BARRIOS JUAN JOSE,JUAN JOSE ANTELO BARRIOS,FELIX LABORDE 2499,MONTEVIDEO,25080303,jjantelob@hotmail.com,S/D,2021-03-12
Vencido,210253570018,22203,Fabricación de productos de plástico moldeado,FERROCO S A,FERROCO SA,"VIANA, GOBERNADOR 2272",MONTEVIDEO,25074863,ferroco@adinet.com.uy,www.ferroco.com.uy,2023-08-21
Vencido,210758170017,18119,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",TEAMAR SOCIEDAD ANONIMA,EVENTOS Y PROMOCIONES,FELICIANO RODRIGUEZ 2869,MONTEVIDEO,24015200,administracion@eventosypromociones.com.uy,www.eventosypromociones.com.uy,2023-01-11
Vencido,218275800011,62010,Actividades de programación informática,MUÑOZ MOSQUEDA GUSTAVO ERNESTO,S/D,JOAQUIN NUÂÑEZ 2767,MONTEVIDEO,092920662,ops@akipotel.com,S/D,2021-05-10
Vencido,218414050016,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,WERONIT S.R.L.,WERONIT SRL,JUAN CARLOS GOMEZ 1348,MONTEVIDEO,29168445,viviana@emv.com.uy,S/D,2023-05-16
Vencido,214658810017,56301,Bares de expendio de bebidas,MENGOT MASSA FERNANDO MIGUEL,S/D,AV REQUENA Y GARCIA 0,MONTEVIDEO,095235309,agonzalez@cambadu.com.uy,S/D,2020-05-27
Vencido,040464040018,25110,Fabricación de productos metálicos para uso estructural,SANGUINETTI NUÑEZ PABLO DANIEL,Metalurgica Sanguinetti,Daniel Manuel Dalmas 2194,COLONIA,45742594,metalurgicasanguinetti@hotmail.com,S/D,2023-08-07
Vencido,214002370010,20230,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y artículos de tocador",SETARIL SOCIEDAD ANONIMA,SETARIL SA,"SARAVIA, APARICIO 1725",MONTEVIDEO,25134309,setaril@adinet.com.uy,www.setaril.com.uy,2020-05-27
Vencido,210205900011,18119,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",TALLERES GRAFICOS BOUZOUT S A,TALLERES GRAFICOS BOUZOUT SA,CERRITO 170,MONTEVIDEO,29170600,administracion@bouzout.com.uy,www.bouzout.com,2020-05-27
Vencido,080157120013,74909,"Otras actividades profesionales, científicas y técnicas no incluidas en las clases anteriores",GOMEZ MEDINA CLARISA,S/D,ELIAS REGULES 18979,CANELONES,099293390,clarisa3delsur@gmail.com,www.tresdelsur.com.uy,2022-09-02
Vencido,040400370017,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,PARK PLACE TECHNOLOGIES URUGUAY S.R.L,PARK PLACE TECHNOLOGIES URUGUAY S.R.L,Paraguay 2141,MONTEVIDEO,29151252,accountspayableuruguay@parkplacetech.com,S/D,2022-12-09
Vencido,213533800018,25110,Fabricación de productos metálicos para uso estructural,PJ LTDA,PJ LTDA,"GIRALT, PEDRO 4285",MONTEVIDEO,23077165,pjlimitada@adinet.com.uy,S/D,2020-05-27
Vencido,218423670013,23950,"Fabricación de artículos de hormigón, de cemento y de yeso",CIELO BENNETT SOCIEDAD DE RESPONSABILIDAD LIMITADA,CIELO BENNET,MARTIN GARCIA 2367,MONTEVIDEO,098868898,placascielo@gmail.com,www.cielobennett.com,2021-03-04
Vencido,110430820015,62010,Actividades de programación informática,DINNPRO SRL,Dinnpro,Camino de los Hormigueros 3203,MONTEVIDEO,098900783,juan.perciante@dinnpro.com,dinnpro.com,2022-12-12
Vencido,180042410015,10500,Elaboración de productos lácteos,LORENZI MARRONI GUSTAVO ADOLFO,LORENZI MARRONI GUSTAVO ADOLFO,"LAVALLEJA, BRIG. GRAL. JUAN ANTONIO 478",SORIANO,45323487,sin@datos.nop,S/D,2020-05-27
Vencido,210155960016,25990,Fabricación de otros productos elaborados de metal n.c.p.,ELABORADORA DE METALES S A,ELABORADORA DE METALES SA,"SAMBUCETTI, LUIS 2675",MONTEVIDEO,24877959,elaboradorademetales@gmail.com,S/D,2020-05-27
Vencido,215157010016,29300,Fabricación de partes y accesorios para motores de vehículos automotores,YAZAKI URUGUAY S A,YAZAKI URUGUAY S.A.,S/D,S/D,S/D,federico.depaula@uy.yazaki.com,www.yazaki.com,2023-07-25
Vencido,218161440016,62010,Actividades de programación informática,GARCIA MELO DANIEL EMILIO,S/D,LIBERTADOR 1876,MONTEVIDEO,092071405,gerente@akipotel.com,S/D,2020-05-27
Vencido,211999510019,25929,"Otro tipo de fabricación, tratamiento y revestimiento de metales",DOCHA LIMITADA,S/D,FRAY BENTOS 4283,MONTEVIDEO,25061203,es486@adinet.com.uy,S/D,2021-02-11
Vencido,211327450019,22190,Fabricación de otros productos de caucho,RODIÑO SA,RODIÑO SA,GALICIA 1358,MONTEVIDEO,29000844,gerencia@rodinosa.com,www.rodinosa.com,2020-05-27
Vencido,217855330012,71103,Servicios de ingeniería,MURACCIOLE VAZQUEZ DIEGO LUIS,S/D,JOAQUIN NUÂÑEZ 2975,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2022-11-08
Vencido,217807470012,62010,Actividades de programación informática,SUMINISTROSUY S.R.L.,S/D,INGENIERO EDUARDO GARCÍA DE ZÚÑIGA 2265,MONTEVIDEO,099458755,wrevetria@hotmail.com,S/D,2022-12-08
Vencido,216704910011,62010,Actividades de programación informática,OMNIVALLEY SA,S/D,BVR ESPAÂÑA 2422,MONTEVIDEO,095500050,info@omnivalley.com,S/D,2022-10-26
