pais,empresa,ciudad,email
AR,Ambulancias La Plata,La Plata,ambulanciaslp@hotmail.com
AR,Smart Technology,La Plata,pedidos@smartlaplata.com.ar
AR,FLB,La Plata,flbseguros@gmail.com
AR,Estudio del Rio,La Plata,info@estudiodelrio.com.ar
AR,Zur3D,La Plata,info@zur3d.com.ar
AR,NB Informatica,La Plata,info@nbinformatica.com.ar
AR,Distribuidora Don Otto,La Plata,distdonotto@gmail.com
AR,iLounge,La Plata,info@ilounge.com.ar
AR,Aloise - Casa Central,La Plata,marketing@grupoaloise.com
AR,Mendez & Abogados,La Plata,estudiojuridico@mendezabogados.com.ar
AR,Vittal,La Plata,info@vittal.com.ar
AR,NotBug IT,La Plata,contacto@notbugit.com
AR,Cabrera Bienes Raices 7505,La Plata,consultas@cabrerabienesraices.com.ar
AR,Clínica breast,La Plata,info@clinicabreast.com.ar
AR,C.E.Re Centro de Enfermedades Respiratorias - La Plata,La Plata,cerelaplata@gmail.com
AR,Copy 6,La Plata,copyseis@yahoo.com.ar
AR,Instituto de Hemoterapia de La Plata,La Plata,hemoba@ms.gba.gov.ar
AR,Hospital Interzonal de Agudos Especializados en Pediatría Sor María Ludovica,La Plata,ludovica@ms.gba.gov.ar
AR,Escuela Media n.° 31 Libertador General José de San Martín,La Plata,media31comercial@yahoo.com.ar
AR,"Hospital Zonal Especializado ""Dr. Noel H. Sbarra",La Plata,sbarra@ms.gba.gov.ar
AR,Hospital San Juan de Dios,La Plata,direccion-sjdios@ms.gba.gov.ar
AR,Hospital General San Martín,La Plata,administracion-hsmartin@ms.gba.gov.ar
AR,Kaizen,La Plata,info@kaizenhonda.com.ar
AR,Neumen,La Plata,laplata@autoneumen.com.ar
AR,Hospital Zonal General de Agudos “Dr. Ricardo Gutiérrez”,La Plata,direccion-gutierrez@ms.gba.gov.ar
AR,Ortodoncia J. Favier,Neuquen,consultas@drgerardofavier.com.ar
AR,Óptica Neuquén,Neuquen,opticaneuquen@hotmail.com
AR,Copy Show,Neuquen,neuquen@copyshow.ar
AR,Dante Pinturerías,Neuquen,ventasweb@dantepinturerias.com.ar
AR,TECHNOLOGY STORE,Neuquen,ventas@notebooksneuquen.com
AR,Estudio Jurídico Tortone,Neuquen,marinatortone@gmail.com
AR,La Caja de Ahorro y Seguro,Neuquen,sucneuquen@lacaja.com.ar
AR,ASPA Desarrollos Patagonia,Neuquen,contacto@aspatagonia.com.ar
AR,Mapfre,Neuquen,atencionalcliente@mapfre.com.ar
AR,La Galería Neuquén,Neuquen,lagalerianqnonline@gmail.com
AR,Intégrity Seguros,Neuquen,neuquen@integrityseguros.com.ar
AR,SanCor Salud,Neuquen,info@sancorsalud.com.ar
AR,Constructora Sol del Plata,Neuquen,info@soldelplata.com.ar
AR,Escribanía Medela,Neuquen,escribaniamedela@yahoo.com.ar
AR,D´Alleva,Neuquen,compras@dalleva.com.ar
AR,Como Santas,Neuquen,comsantas@gmail.com
AR,Almundo,Neuquen,cipoletti@almundofr.com
AR,El Estudiante,Neuquen,elestudiantecopias@gmail.com
AR,UTHGRA Cipolletti,Neuquen,delegacion.cipoletti@uthgraneuquen.org.ar
AR,GTX Xtreme,Neuquen,gtx_ventas@hotmail.com
AR,Sater,Neuquen,sater.saludyterapia@gmail.com
AR,LiderTravel,Neuquen,ventas.cipo@lidertravel.com.ar
AR,Repuestos 68,Neuquen,repuestos68@hotmail.com
AR,Century 21,Neuquen,contacto@c21hernandez.com.ar
AR,Secretaría Académica FAI,Neuquen,secretaria.academica@fi.uncoma.edu.ar
AR,Editorial Universitaria UNCo,Neuquen,rdi@biblioteca.uncoma.edu.ar
AR,Centro de Estudios Ambientales y Sistemas de Información Geográfica,Neuquen,ceasig@fahu.uncoma.edu.ar
AR,Laboratorio Patagónico de Investigación para el Ordenamiento Ambiental y Territorial,Neuquen,marcosmare@gmail.com
AR,Departamento de Alumnos FACIAS,Neuquen,alumnosfacias@hotmail.com
AR,Departamento de Alumnos FAI,Neuquen,dpto.alumnos@fi.uncoma.edu.ar
AR,Fotocopiadora FAIN,Neuquen,fotocopiadorafain@gmail.com
AR,Secretaría de Extension FACIAS,Neuquen,extensionfaciasunc@gmail.com
AR,"Secretaría de Ciencia, Técnica y Posgrado FACIAS",Neuquen,cienciaytecnicafacias@hotmail.com
AR,Auditorio FATU,Neuquen,secretaria.academica@fatu.uncoma.edu.ar
AR,Departamento de Alumnos FATU,Neuquen,direccion.alumnos@fatu.uncoma.edu.ar
AR,"Dirección de Ingreso, Permanencia y Egreso FAIN",Neuquen,dir.ingresoypermanencia@fain.uncoma.edu.ar
AR,ASAP Comahue,Neuquen,filialcomahue@asap.org.ar
AR,CEFAI,Neuquen,cefai@fi.uncoma.edu.ar
AR,Consejo Directivo FAI,Neuquen,decanato@fi.uncoma.edu.ar
AR,CEFEA,Neuquen,ape.cefea@gmail.com
AR,Departamento de Geografía,Neuquen,depgeog.comahue@gmail.com
AR,Colegio Profesional de Técnicos de la Provincia del Neuquén,Neuquen,gestion@cptn.org.ar
AR,Fundación BPN,Neuquen,secretaria@fundacionbpn.org.ar
AR,DiCasa,Neuquen,ventas@dicasa.com.ar
AR,Registro Único Nominal del Neuquén,Neuquen,runneu@neuquen.gov.ar
AR,Juzgado Electoral Provincial,Neuquen,juzgadoelectoral-fd@jusneuquen.gov.ar
AR,Acceso a la Justicia para Personas con Discapacidad,Neuquen,ajusper@jusneuquen.gov.ar
AR,Carina González Servicios Inmobiliarios,Neuquen,info@carinagonzalez.com.ar
AR,ROOS Propiedades,Neuquen,info@roospropiedades.com.ar
AR,Patagonia Bienes Raíces,Neuquen,info@patagoniabienesraices.com.ar
AR,Estudio Jurídico Diez,Neuquen,info@diezabog.com.ar
AR,RJ Ingeniería,Neuquen,info@rjingenieria.com.ar
AR,Ansilta,Neuquen,ventas@cordonandino.com
AR,JOE Elegante Sport,Neuquen,joeelegante@gmail.com
AR,Eloy Viajes,Neuquen,info@eloyviajes.com.ar
AR,Lago Tromen Viajes & Turismo,Neuquen,info@turismolagotromen.com
AR,Viceconsulado Honorario de España,Neuquen,ch.neuquen@maec.es
AR,Maleducadas,Neuquen,atencionalcliente@maleducadas.com.ar
AR,Sebastián Viajes,Neuquen,promo@sebastianviajes.com.ar
AR,Andar,Neuquen,andar-neuquen@redsocialfuva.org.ar
AR,Tribunal de Cuentas de la Provincia del Neuquén,Neuquen,metdc@neuquen.gov.ar
AR,Barros Inmobiliaria,Neuquen,barrosneuquen@gmail.com
AR,Sol Inmobiliaria,Neuquen,info@solinmobiliaria.com.ar
AR,WeDooNow,Neuquen,comercial@wedoonow.com
AR,NATAL Construcción & Tecnología,Neuquen,info@nataltec.com.ar
AR,Goicochea & Asociados,Neuquen,sabianagoicochea@gmail.com
AR,Sirio Consultorios,Neuquen,sirioconsultorios@gmail.com
AR,Escribanía Obregón,Neuquen,escribaniaobregon@gmail.com
AR,IAPL Cipolletti,Neuquen,iaplcipolletti@seguridad.rionegro.gov.ar
AR,Lotería de Río Negro,Neuquen,agenciaoficial23@loteriaderionegro.gob.ar
AR,ENE,Neuquen,info@eneneuquen.com.ar
AR,Mesa de Entradas Cipolletti,Neuquen,mesadeayuda.patagonia@uflouniversidad.edu.ar
AR,"Instituto de Investigación y Desarrollo en Ingeniería y Procesos, Biotecnologías y Energías Alternativas",Neuquen,administracion@probien.gob.ar
AR,Asociación del Personal Nodocente UNCo,Neuquen,apunc2015@gmail.com
AR,DPA Cipolletti,Neuquen,dpacipolletti@gmail.com
AR,Sancor Seguros,Neuquen,neuquen@sancorseguros.com
AR,Salón Challaco UNCo,Neuquen,secretaria.bienestar@central.uncoma.edu.ar
AR,Centro de Docentes e Investigadores UNCo,Neuquen,cediunco@central.uncoma.edu.ar
AR,Instituto de Investigaciones en Tecnología y Ciencias de la Ingeniería CONICET - UNCo,Neuquen,iitci@conicet.gov.ar
AR,Centro de Investigaciones en Toxicología Ambiental y Agrobiotecnología del Comahue CONICET - UNCo,Neuquen,citaac@comahue-conicet.gob.ar
AR,"Biblioteca Central ""Francisco Perito Moreno",Neuquen,bibliotecapatagonicaunco@gmail.com
AR,Lucciano´s,Neuquen,info@luccianos.com.ar
AR,"Biblioteca Parlamentaria ""Juan José Brion",Neuquen,bibliotecabrion@legnqn.gob.ar
AR,Su Hogar,Neuquen,neuquen@suhogarviviendas.com.ar
AR,Sociedad Vecinal 14 de Octubre/Copol,Neuquen,comisionvecinalcoc@gmail.com
AR,Asociación Mutual del Personal del BPN,Neuquen,hola@mutualbpn.com.ar
AR,Blancoamor,Neuquen,consultas@blancoamor.com
AR,Galicia Más,Neuquen,contactenos@hsbc.com.ar
AR,Naldo,Neuquen,sucursalneuquen@naldo.com.ar
AR,Pardo,Neuquen,atencionalcliente@pardohogar.com.ar
AR,Musimundo,Neuquen,migestion@emusimundo.com
AR,Consulado de la República de Paraguay,Neuquen,consulparneuquen@mre.gov.py
AR,La Anónima,Neuquen,opinion@laanonima.com.ar
AR,EdERSA,Neuquen,edersa@edersa.com.ar
AR,4 Elementos Patagonia,Neuquen,ventas@4elementospatagonia.com.ar
AR,Obra Social de Obreros Empacadores de la Fruta de Río Negro y Neuquén,Neuquen,info@osoefrnyn.org
AR,Instituto de Seguridad Social del Neuquén,Neuquen,contacto@issn.gov.ar
AR,Juzgado Federal de Primera Instancia de Neuquén N° 1,Neuquen,jfneuquen1@pjn.gov.ar
AR,Universidad Patagonia Argentina,Neuquen,info@upatagonia.edu.ar
AR,Camuzzi Gas,Neuquen,consultas.sur@camuzzigas.com.ar
AR,Juzgado de Paz Neuquén I,Neuquen,jpaz1nqfd@jusneuquen.gov.ar
AR,Guardia Policlínico Neuquén,Neuquen,contacto@policliniconeuquen.com.ar
AR,Colegio de Escribanos de Neuquén,Neuquen,secretaria@escribanosnqn.org.ar
AR,Centro de Estudios Terciarios del Comahue,Neuquen,neuquen@cetec.edu.ar
AR,Rebo Refrigeración,Neuquen,info@reboref.com.ar
AR,Asociación Española de Socorros Mutuos,Neuquen,info@asociacionespanola.org.ar
AR,Seleme,Neuquen,info@selemeinmobiliaria.com
AR,Alto Alberdi,Neuquen,altoalberdiredes@gmail.com
AR,CROI Odontología Digital,Neuquen,c.r.o.i@hotmail.com
AR,Potenciar Educación Superior,Neuquen,info@potenciareducacionsuperior.edu.ar
AR,Banco Columbia,Neuquen,info@bancocolumbia.com.ar
AR,Provincia ART,Neuquen,neuquen@provart.com.ar
AR,Banco Provincia del Neuquén,Neuquen,presidencia@bpn.com.ar
AR,Centro Integral Médico,Neuquen,cim-cipolletti@fibertel.com
AR,Sakura,Neuquen,hola@sakurasa.com.ar
AR,EVARSA Comahue,Neuquen,cipolletti@evarsa.com.ar
AR,Odontología Eidilstein,Neuquen,odontologiacipo@hotmail.com
AR,Plan B,Neuquen,info@planb.com.ar
AR,Parigiani Gráfica,Neuquen,parigianigrafica@gmail.com
AR,G&C Sport,Neuquen,gycsport@hotmail.com
AR,RIBB Indumentaria,Neuquen,indumentaria@ribb.com.ar
AR,OCA,Neuquen,consultas@oca.com.ar
AR,Fundación Médica de Río Negro y Neuquén,Neuquen,turnos@lebensalud.com
AR,SEM Cipolletti,Neuquen,semcipolletti@altec.com.ar
AR,Mafer Servicios Inmobiliarios,Neuquen,consultas@mafer.org
AR,RE/MAX,Neuquen,confluencia@remax.com.ar
AR,Estudio Moll,Neuquen,agrimensormoll@speedy.com.ar
AR,Bridgestone,Neuquen,georadial@gmail.com
AR,Pita Inmobiliaria,Neuquen,info@pitainmobiliaria.com
AR,UFLO Universidad,Neuquen,infocomahue@uflo.edu.ar
AR,Universidad Nacional del Comahue,Neuquen,orientacion.estudiantil@central.uncoma.edu.ar
AR,Polo Científico Tecnológico Capital,Neuquen,coordinaciongm@muninqn.gov.ar
AR,Café Martínez,Bahia Blanca,bahiablanca@cafemartinez.com.ar
AR,ElectroData,Bahia Blanca,fabiogullacci@Gmail.com
AR,Nivel 3 Servicios,Bahia Blanca,info@niveltres.com.ar
AR,Grundnig Haus Amoblamientos,Bahia Blanca,consultas@grundnighaus.com.ar
AR,Centro de Jubilados y Pensionados Don José de San Martín,Bahia Blanca,cjsm.turismo@gmail.com
AR,Servicios en Informatica,Bahia Blanca,gabriel@gabrielcarini.com.ar
AR,Transporte sierra mar,Bahia Blanca,arielkitiver@gmail.com
AR,Estudio Contable Gómez Tedeschi,Bahia Blanca,olgaigomez@hotmail.com
AR,Autossan,Bahia Blanca,ventas@autossan.com.ar
AR,Bella Macchina - LIMPIEZA DE TAPIZADOS y LUSTRADOS,Bahia Blanca,lavatapizados@hotmail.com.ar
AR,BahiTronica,Bahia Blanca,bahitronica@gmail.com
AR,Hogar Noel,Bahia Blanca,contacto@hogarnoel.com
AR,Iglesia Adventista del Séptimo Día,Bahia Blanca,iasdvillamitre@gmail.com
AR,MicroHouse,Bahia Blanca,ventas@microhouse.com.ar
AR,Mundo Outlet,Bahia Blanca,ventas@mundooutdoor.ar
AR,Consultorios de Ecografía,Bahia Blanca,consdeeco@gmail.com
AR,Aries,Bahia Blanca,info@ariesdigital.com.ar
AR,Don Bosco,Bahia Blanca,info@libreriadb.com
AR,iNova,Bahia Blanca,info@inovadiagnostico.com.ar
AR,Wikinger,Bahia Blanca,info@wikinger.beer
AR,Instituto técnico La Piedad,Bahia Blanca,secretaria@obralapiedad.com.ar
AR,La Casa del Cartucho,Bahia Blanca,info@casadelcartucho.com.ar
AR,Biblioteca Central de la Universidad Nacional del Sur,Bahia Blanca,bc@uns.edu.ar
AR,Sancor,Bahia Blanca,bahiablanca@sancorseguros.com
AR,La Brújula 24,Bahia Blanca,info@labrujula24.com
AR,ECODOC,Bahia Blanca,ecodocalem@gmail.com
AR,"Escuela de Educación Secundaria Técnica 4 ""Antártida",Bahia Blanca,eet4antartida@yahoo.com.ar
AR,Super Nutricion,Bahia Blanca,supernutricionbahiablanca@gmail.com
AR,Casa Ronald Mc. Donald,Bahia Blanca,bahiablanca@casaronald.org.ar
AR,Italiano Regional del Sur,Bahia Blanca,info@hospitalitalianobb.com.ar
AR,Complejo Punto Aparte,Bahia Blanca,info@complejopuntoaparte.com
AR,Corbatta,Bahia Blanca,rcorbatta@speedy.com.ar
AR,Aumacar Famly,Bahia Blanca,contacto@australmotos.com
AR,Vidriería Luongo,Bahia Blanca,luongovidrios@hotmail.com
AR,Instituto de Ciencias e Ingeniería de la Computación (ICIC),Bahia Blanca,sec.icic@cs.uns.edu.ar
AR,El Señor de los Novillos,Bahia Blanca,dvdregina@gmail.com
AR,Gráfica Palermo,Bahia Blanca,palermografica@hotmail.com
AR,La Esquina,Bahia Blanca,lavautoslaesquina@hotmail.com
AR,Instituto Medico para la Mujer,Bahia Blanca,info@immbahiablanca.com.ar
AR,Alpros,Bahia Blanca,alprosbb@gmail.com
AR,Animal Center,Bahia Blanca,animalcenter@bvconline.com.ar
AR,Bahía Comunicaciones,Bahia Blanca,administracion@bahiacomunicaciones.com
AR,El Pinar,Bahia Blanca,elpinareventos@hotmail.com
AR,Sherlock Holmes English Centre,Bahia Blanca,info@shec.com.ar
AR,Brighton English Centre,Bahia Blanca,centrodeidiomasbrighton@gmail.com
AR,B&P,Bahia Blanca,consultas@electronicabyp.com.ar
AR,Andrea Lopez,Bahia Blanca,andreaestilista@yahoo.com.ar
AR,Electric-Hogar,Bahia Blanca,contacto@electrichogar.com
AR,Lojuro! Deco,Bahia Blanca,info@lojuro.com.ar
AR,Didácticos del Sur,Bahia Blanca,info@didacticosdelsur.com
AR,Deco Chic,Bahia Blanca,decochicbb@yahoo.com
AR,Ilusiones,Bahia Blanca,ilusionescotillon@gmail.com
AR,Asociación Integrar,Bahia Blanca,appsd.integrar@gmail.com
AR,Del Turista,Bahia Blanca,delturistabahiablanca@gmail.com
AR,Resonancia Bahía,Bahia Blanca,info@resonanciabahia.com.ar
AR,Géminis,Bahia Blanca,geminisbahia@hotmail.com
AR,Consejo Profesional de Agrimensura,Bahia Blanca,cpadistrito3@gmail.com
AR,Clínica del Calzado Ariel,Bahia Blanca,ariel.torrero@hotmail.com
AR,Patronato de la Infancia,Bahia Blanca,patronatobahiablanca@hotmail.com
AR,Sociedad Escolar Alemana,Bahia Blanca,contacto@seabblanca.com.ar
AR,María José Debernardi,Bahia Blanca,mariajosedebernardi@gmail.com
AR,Liga del Sur,Bahia Blanca,administracion@ligadelsur.com.ar
AR,Cuartel de Bomberos Voluntarios de Bahía Blanca,Bahia Blanca,bomberosbb@mseg.gba.gov.ar
AR,Vivero Caronti,Bahia Blanca,santiago.atala91@gmail.com
AR,Mil Delicias,Bahia Blanca,mildeliciaspanaderia@gmail.com
AR,Liga Comercial,Bahia Blanca,ligacomercial@hotmail.com.ar
AR,Di Nucci,Bahia Blanca,tienda@farmaciadinucci.com.ar
AR,SRG Universal Broker,Bahia Blanca,info@gruposrg.com.ar
AR,Cooperativa de Bomberos,Bahia Blanca,cooperadorabomberos@gmail.com
AR,ARS Group Consulting,Bahia Blanca,seleccion@arsgroup.com.ar
AR,El Modesto,Bahia Blanca,elmodestocomedor@gmail.com
AR,Instituto de flebología,Bahia Blanca,ife@fibertel.com.ar
AR,Rotary Almafuerte,Bahia Blanca,secretaria@rotaryalmafuerte.org
AR,Residencia Casa Alem,Bahia Blanca,residenciacasaalem@gmail.com
AR,Comisaría III,Parana,criatercera.parana@hotmail.com
AR,Muebles Para Tu Hogar,Parana,andresvalencia.ingeniero@gmail.com
AR,Best Sociedad Anónima,Parana,info@bestsa.com.ar
AR,Fundación Infancia Digna,Parana,fundacioninganciadigna@gmail.com
AR,Comisaría XIV,Parana,jdpa.cria14@gmail.com
AR,Instituto Superior FONS VITAE,Parana,instfonsvitae@gmail.com
AR,Escuela Secundaria 48 Domingo Faustino Sarmiento,Parana,sarmiento1999sec@gmail.com
AR,Comisaría VI,Parana,jdpcria6@hotmail.com.ar
AR,Comisaría XIII,Parana,jdpcria13@hotmail.com
AR,Comisaría X,Parana,jdpcria10@hotmail.com
AR,Comisaría II,Parana,jdpcria2@hotmail.com
AR,Jefatura Departamental Paraná,Parana,jdpdsgyp@hotmail.com
AR,Direccion de Toxicologia,Parana,operacionetoxico@gmail.com
AR,Dirección Investigaciones /División Trata De Persona,Parana,tratadepersonas.per@gmail.com
AR,División 911 Y Video Vigilancia,Parana,dos_d911@policiadeentrerios.gob.ar
AR,Comisaría IX,Parana,jdpcria4@hotmail.com
AR,Comiaría I,Parana,jdpcria1@hotmail.com
AR,Dirección Inteligencia Criminal,Parana,incrimpoler@gmail.com
AR,Comisaría XIV,Parana,parana1julio@gmail.com
AR,Puesto Caminero Tunel,Parana,tunel-parana@hotmail.com.ar
AR,Comisaría XII,Parana,jdpcomisaria12@gmail.com
AR,Comisaría XV,Parana,jdpcria15@hotmail.com
AR,Toyota,Parana,info@haimovich.com.ar
AR,Teatro Municipal 3 de Febrero,Parana,teatromunicipalparana@hotmail.com
AR,Centro De Salud Arturo U. Illia,Parana,capsarturo_illia@hotmail.com
AR,Benedetich Distribuciones,Parana,carlosbenedetich@hotmail.com
AR,Panadería y Confitería Los 3 Indios,Parana,panaderialos3indios@hotmail.com
AR,Villegas San Agustín,Parana,tiendavirtual@farmaciasvillegas.com.ar
AR,Pilar Inmobiliaria,Parana,administracion@pilarinmobiliaria.ar
AR,Bessa Inmobiliaria,Parana,inmobiliariabessa@hotmail.com
AR,Greca Materiales de Construcción,Parana,contacto@greca.com.ar
AR,Sancor,Parana,parana@sancorseguros.com
AR,Herrajes Yori,Parana,ventas@herrajesyori.com.ar
AR,González Motos,Parana,obgsrl@hotmail.com
AR,Lubricentro Ríos,Parana,lubricentrorios@hotmail.com
AR,Cabral,Resistencia,alfredocabral963@hotmail.com
AR,Ivaní Turismo,Resistencia,info@ivaniturismo.com.ar
AR,SISE Argentina,Resistencia,info@siseargentina.com
AR,Radio Venus,Resistencia,radiovenusresistencia@yahoo.com.ar
AR,Juan Domingo Perón,Resistencia,bcaperon@yahoo.com
AR,Café Martínez,Resistencia,resistencia@cafemartinez.com.ar
AR,Librería Adabela,Resistencia,adabela_ventas@hotmail.com
AR,Fabrica S.R.L,Resistencia,empresa@fabricasrl.com.ar
AR,Cristo Centro Argentina,Resistencia,cristocentroarg@hotmail.com
AR,Yvyra,Resistencia,yvyradya@gmail.com
AR,Servicio Integral de Máquinas Viales,Resistencia,pescaroloaldo@hotmail.com
AR,Fotografia Daniel López,Resistencia,fotografia.dani@gmail.com
AR,RepCell,Resistencia,bruzzojl@gmail.com
AR,CDA electrónica y refrigeración,Resistencia,electronicacda@gmail.com
AR,Carlos Zamudio Estilista,Resistencia,carloszamudio74@hotmail.com.ar
AR,Ciber Enredados,Resistencia,cyber.enredados@hotmail.com
AR,Vía M@il 2,Resistencia,viamaildos@gmail.com
AR,Infoservi Soluciones informáticas,Resistencia,info@infoservi.com.ar
AR,Transban S.A.,Resistencia,contacto@transban.com.ar
AR,Remises Acuario,Resistencia,remissesacuario@gmail.com
AR,Centro De Salud Villa Don Alberto,Resistencia,msp_csdonalberto@ecomchaco.com.ar
AR,"C.C.E.P.E.C.CH  Cámara de Comerciantes, Empresarios, Profesionales y Ejecutivos Cristianos del Chaco",Resistencia,info@ccepecch.com
AR,Secretaría de Programación para la Prevención de la Drogadicción y Lucha contra el Narcotráfico,Resistencia,diateldoradosedronar@gmail.com
AR,Antuan,Resistencia,contacto@antuanjoyerias.com
AR,La Puerta del Té que invita a Conectarte,Resistencia,lapuertadelte.ch@gmail.com
AR,Bohn,Resistencia,contacto@bohn.com.ar
AR,Marfil,Resistencia,joyeriamarfil@yahoo.com.ar
AR,La California,Resistencia,lacaliforniaok@gmail.com
AR,Protea,Resistencia,consultas.protealab@gmail.com
AR,Instituto Superior De Neuropsicología,Resistencia,cernnea@gmail.com
AR,Canal 9 Resistencia,Resistencia,info@noticiero9.com.ar
AR,Escapes Galassi,Resistencia,galassialejandro@hotmail.com
AR,Marquez Letreros,Resistencia,marquezletreros2@gmail.com
AR,Comisaría Tercera,Resistencia,pol.cria.3ra.rcia@chaco.gob.ar
AR,Comisaría Primera,Resistencia,pol.cria.1ra.rcia@chaco.gob.ar
AR,Comisaría Cuarta,Resistencia,pol.cria.4ta.rcia@chaco.gob.ar
AR,Kyoto,Resistencia,web@kyotoautomotores.com.ar
AR,Cabral Motors,Resistencia,admin@cabral-motors.com
AR,Comisaría Segunda,Resistencia,pol.cria.2da.rcia@chaco.gob.ar
AR,Las Rosas,Resistencia,vinoteca.lasrosas@hotmail.com
AR,resipack,Resistencia,resipackchaco@gmail.com
AR,La Usina Urbana,Resistencia,usinaurbanarcia@gmail.com
AR,Jefatura de Policía,Posadas,info@policiamisiones.gob.ar
AR,Instituto Gutenberg,Posadas,rectoriagutenberg@gmail.com
AR,Ministerio de Turismo,Posadas,turismo@misiones.gov.ar
AR,Superior Tribunal de Justicia,Posadas,informatica@jusmisiones.gov.ar
AR,Ministerio de Coordinación General de Gabinete,Posadas,xxxx@misiones.gov.ar
AR,Ministerio de Gobierno,Posadas,mg_secprivada@misiones.gov.ar
AR,Instituto Superior Santa Catalina,Posadas,info@santacatalina.edu.ar
AR,Instituto Misionero de Estudios Superiores,Posadas,imesmisiones@gmail.com
AR,Instituto Stella Maris,Posadas,institutostellamaris@hotmail.com
AR,Instituto José Manuel Estrada,Posadas,instituto-jmestrada@hotmail.com
AR,Farmacom I,Posadas,farmacia_elremedio@hotmail.com
AR,Belmont,Posadas,olivera_hugo@yahoo.com.ar
AR,Bello,Posadas,farmaciabello@arnet.com.ar
AR,FarmaSer,Posadas,gerencia@farmaserweb.com.ar
AR,El Gallego,Posadas,juanalineacion@hotmail.com
AR,Nuevos Sabores,Posadas,nuevossabores@arnet.com.ar
AR,Centro de Cirugía Plástica - Adrián Tirante,Posadas,dratirante@hotmail.com
AR,Unidad Regional I,Posadas,unidadregional1@policiamisiones.gob.ar
AR,MIlagros,Posadas,farmaciamilagros@yahoo.com.ar
AR,Electro Lineas SRL,Posadas,posadas@electrolineas.com.ar
AR,CAPS 29 Cristo Rey,Posadas,caps29@hotmail.com
AR,Hiper del Pollo,Posadas,contacto@hiperdelpollo.com.ar
AR,La Esmeralda,Posadas,laesmeralda02@nlaesmeralda.com
AR,Selva S.A.,Posadas,info@selvasa.com
AR,Lowe S.A.,Posadas,ventas-posadas@loweycia.com.ar
AR,Carmak Automotores,Posadas,info@carmak.com.ar
AR,Productores Mineros,Posadas,info@productoresmineros.com.ar
AR,Mistral,Posadas,viachero@arnet.com.ar
AR,Don Pedro,Posadas,donpedrofyc@gmail.com
AR,Aire Confort,Posadas,aireconfort@arnet.com.ar
AR,El Viaje de Tu Vida,Posadas,info@elviajedetuvida.tur.ar
AR,Centro de atención psico social IPS,Posadas,centrodeatencionpsicosocialips@gmail.com
AR,NH Estética,Posadas,info@nhestetica.com
AR,Consulado Honorario de Alemania,Posadas,posadas@hk-diplo.de
AR,Posadas Delegacion Sección 6,Posadas,posadassexta@hotmail.com
AR,Delegación Sección 4º Hospital Ramón Madariaga,Posadas,cdrhospitalmadariaga@hotmail.com
AR,Villa Urquiza,Posadas,cdrurquiza@gmail.com
AR,CDR Sanatorio Camino,Posadas,mitzioliz@hotmail.com
AR,CDR Sanatorio Nosiglia,Posadas,cdrnoziglia@hotmail.com
AR,CDR Villa Cabello,Posadas,oficinadigitalvillacabello@hotmail.com.ar
AR,LT 17 Radio Provincia de Misiones,Posadas,info@radiolt17.com.ar
AR,Biblioteca Popular El Palomar,Posadas,elpalomarposadas@yahoo.com.ar
AR,Latinoamérica,Posadas,latinoamerica_posadas@hotmail.com
AR,Pizza 1985,Posadas,1985pzz@gmail.com
AR,Instituto Privado Genesis,Posadas,institutoeducativogenesis@gmail.com
AR,Librería MV,Posadas,libreria-mv@hotmail.com
AR,Kabaláh,Posadas,oscarmandagaran@hotmail.com
AR,Mazza Turismo,Posadas,turismo@mazzaturismo.com.ar
AR,Farmazul,Posadas,emjrivaskeiner@gmail.com
AR,Café Martínez,Posadas,posadas@cafemartinez.com.ar
AR,El Coliseo,Posadas,marmoleriaelcoliseo@gmail.com
AR,Universidad Católica de Las Misiones,Posadas,info@ucami.edu.ar
AR,Instituto Adventista Alta Gracia,Posadas,instituto.iaag@educacionadventista.org.ar
AR,La Bajada Bodegón & Delicatesen,Posadas,labajadabodegon@gmail.com
AR,Instituto Virgen de Itatí,Posadas,institutovirgendeitati@gmail.com
AR,Comisaría Seccional Decimotercera - UR I,Posadas,comisaria13_ur1polnis@hotmail.com
AR,A la canasta,Posadas,alacanastadelivery@hotmail.com
AR,Efren Lopez,Posadas,atencionalcliente@efrenlopez.com.ar
AR,Casa Chicha,Posadas,upmisiones@gmail.com
AR,Guacurarí II,Posadas,farmacia.guacurari@hotmail.com
AR,Neo Motos,Posadas,neo.motos@hotmail.com
AR,Aguas Misioneras,Posadas,contacto@aguasmisioneras.com
AR,Estética Visage,Posadas,matzkeariana@gmail.com
AR,La Nueva Itatí,Posadas,nuevaitati@yahoo.com.ar
AR,Flynn,Posadas,flynnmisiones@hotmail.com
AR,Autos Misiones,Posadas,dmattos@autosmiones.com
AR,Parabrisas San José Obrero,Posadas,acostajavier@hotmail.com
AR,Rodas,Posadas,inmobiliariarodas@hotmail.com
AR,Ozono,Posadas,ozono_piscinas@hotmail.com
AR,Comisaría Seccional Séptima - UR I,Posadas,comisariaseptimaur1_polmis@hotmail.com
AR,Daneva,Posadas,danevasport@daneva.com.ar
AR,FarmHara,Posadas,farmhara@hotmail.com.ar
AR,Zorba Helados,Posadas,contacto@zorbahelados.com.ar
AR,Consejo General de Educación,Posadas,presidencia@cgepm.gov.ar
AR,"Ministerio de Hacienda, Finanzas, Obras y Servicios Públicos",Posadas,hacienda@misiones.gov.ar
